Code,Score
S11612702151331,828
S11612702151332,827
S11612702151333,779
S11612702151334,764
S11612702151335,849
S11612702151336,773
S11612702151337,756
S11612702151338,803
S11612702151339,774
S11612702151340,717
S11612702151341,834
S11612702151342,813
S11612702151343,833
S11612702151344,790
S11612702151345,797
S11612702151346,915
S11612702151347,851
S11612702151348,856
S11612702151401,921
S11612702151402,979
S11612702151403,967
S11612702151404,974
S11612702151405,882
S11612702151406,867
S11612702151407,977
S11612702151408,946
S11612702151409,1003
S11612702151410,971
S11612702151411,776
S11612702151412,907
S11612702151413,944
S11612702151414,895
S11612702151415,927
S11612702151416,904
S11612702151417,974
S11612702151418,1006
S11612702151419,1008
S11612702151420,946
S11612702151421,1031
S11612702151422,882
S11612702151501,931
S11612702151502,929
S11612702151503,878
S11612702151504,834
S11612702151505,650
S11612702151506,697
S11612702151507,668
S11612702151508,655
S11612702151509,791
S11612702151510,830
S11612702151511,761
S11612702151512,805
S11612702151513,918
S11612702151514,802
S11612702151515,852
S11612702151516,801
S11612702151517,773
S11612702151518,660
S11612702151519,672
S11612702151520,724
S11612702151521,813
S11612702151522,763
S11612702151523,759
S11612702151524,600
S11612702151525,720
S11612702151526,716
S11612702151527,687
S11612702151528,583
S11612702151529,687
S11612702151530,577
S11612702151531,763
S11612702151532,720
S11612702151533,721
S11612702151534,846
S11612702151535,822
S11612702151536,878
S11612702151537,856
S11612702151538,875
S11612702151539,885
S11612702151540,812
S11612702151541,816
S11612702151542,854
S11612702151543,829
S11612702151544,843
S11612702151601,838
S11612702151602,908
S11612702151603,894
S11612702151604,891
S11612702151605,896
S11612702151606,839
S11612702151607,858
S11612702151608,880
S11612702151609,805
S11612702151610,854
S11612702151611,850
S11612702151612,807
S11612702151613,836
S11612702151614,813
S11612702151615,768
S11612702151616,731
S11612702151617,801
S11612702151618,953
S11612702151619,889
S11612702151620,959
S11612702151621,949
S11612702151622,909
S11612702151623,782
S11612702151624,859
S11612702151625,848
S11612702151626,877
S11612702151627,861
S11612702151628,936
S11612702151629,828
S11612702151630,812
S11612702151631,823
S11612702151632,772
S11612702151633,855
S11612702151634,813
S11612702151635,804
S11612702151636,894
S11612702151637,853
S11612702151638,868
S11612702151701,918
S11612702151702,862
S11612702151703,868
S11612702151704,949
S11612702151705,940
S11612702151706,845
S11612702151707,869
S11612702151708,879
S11612702151709,934
S11612702151710,940
S11612702151711,882
S11612702151712,840
S11612702151713,987
S11612702151714,985
S11612702151715,953
S11612702151717,870
S11612702151718,904
S11612702151719,885
S11612702151720,998
S11612702151721,978
S11612702151801,1019
S11612702151802,998
S11612702151803,1086
S11612702151804,1070
S11612702151805,1040
S11612702151806,1115
S11612702151807,934
S11612702151808,960
S11612702151809,912
S11612702151810,1035
S11612702151811,1058
S11612702151812,1026
S11612702151901,976
S11612702151902,987
S11612702151903,973
S11612702151904,956
S11612702151905,951
S11612702151906,951
S11612702151907,971
S11612702151908,915
S11612702151909,990
S11612702151910,934
S11612702151911,1015
S11612702151912,845
S11612702151913,844
S11612702151914,839
S11612702151915,620
S11612702151916,829
S11612702151917,829
S11612702151918,936
S11612702151919,766
S11612702151920,870
S11612702151921,955
S11612702151922,825
S11612702151923,983
S11612702151924,848
S11612702151925,865
S11612702151926,922
S11612702151927,890
S11612702151928,938
S11612702151929,904
S11612702151930,881
S11612702151931,844
S11612702151932,931
S11612702151933,927
S11612702151934,884
S11612702151935,943
S11612702151936,855
S11612702151937,905
S11612702151938,911
S11612702151939,905
S11612702152001,933
S11612702152002,951
S11612702152003,915
S11612702152004,942
S11612702152005,931
S11612702152006,928
S11612702152007,923
S11612702152008,909
S11612702152009,907
S11612702152010,920
S11612702152011,916
S11612702152012,943
S11612702152013,928
S11612702152014,835
S11612702152015,969
S11612702152016,872
S11612702152017,870
S11612702152018,960
S11612702152019,874
S11612702152020,953
S11612702152021,908
S11612702152022,920
S11612702152023,914
S11612702152024,931
S11612702152025,849
S11612702152026,844
S11612702152101,NA
S11612703152201,1035
S11612703152202,967
S11612703152204,1043
S11612703152206,867
S11612703152207,936
S11612703152208,902
S11612703152209,765
S11612703152210,957
S11612703152211,1050
S11612703152212,1022
S11612703152213,1049
S11612703152214,933
S11612703152215,962
S11612703152216,1062
S11612703152217,1032
S11612703152218,1027
S11612703152219,887
S11612703152220,990
S11612703152221,1036
S11612703152222,1039
S11612703152223,886
S11612703152224,854
S11612703152225,993
S11612703152226,1062
S11612703152227,1046
S11612703152228,1019
S11612703152229,923
S11612703152230,1011
S11612703152231,999
S11612703152232,982
S11612703152233,1024
S11612703152234,936
S11612703152235,953
S11612703152236,977
S11612703152302,1046
S11612703152304,1020
S11612703152305,993
S11612703152306,987
S11612703152308,1112
S11612703152310,1029
S11612703152311,1018
S11612703152312,1019
S11612703152313,1006
S11612703152314,1013
S11612703152315,930
S11612703152316,1010
S11612703152317,1022
S11612703152318,1030
S11612703152319,1040
S11612703152320,1046
S11612703152321,998
S11612703152322,989
S11612703152323,1008
S11612703152324,984
S11612703152326,1066
S11612703152327,961
S11612703152328,951
S11612703152329,1095
S11612703152330,1058
S11612703152331,1023
S11612703152332,1073
S11612703152334,1073
S11612703152335,967
S11612703152336,1070
S11612703152337,967
S11612703152338,1022
S11612703152339,1070
S11612703152340,1066
S11612703152341,914
S11612703152343,1093
S11612703152344,985
S11612703152345,1064
S11612703152346,1113
S11612703152347,1048
S11612703152401,1128
S11612703152402,1126
S11612703152403,1105
S11612703152404,1113
S11612703152405,1087
S11612703152406,1114
S11612703152407,1083
S11612703152408,1092
S11612703152409,1085
S11612703152410,1099
S11612703152411,1044
S11612703152412,1084
S11612703152413,1103
S11612703152414,1097
S11612703152415,1103
S11612703152416,1097
S11612703152417,1069
S11612703152418,1074
S11612703152419,1059
S11612703152420,1085
S11612703152421,1070
S11612703152422,962
S11612703152423,1081
S11612703152424,1076
S11612703152425,1089
S11612703152426,1016
S11612703152427,1044
S11612703152428,1048
S11612703152429,1029
S11612703152430,1023
S11612703152432,1091
S11612703152433,1095
S11612703152435,1118
S11612703152436,1117
S11612703152438,1091
S11612703152439,1084
S11612703152440,1071
S11612703152441,1060
S11612703152442,1161
S11612703152443,1102
S11612703152444,1081
S11612703152445,1069
S11612703152446,1086
S11612703152447,1089
S11612703152448,1084
S11612703152449,901
S11612703152450,1090
S11612703159801,884
S11612703159803,916
S11612703159804,793
S11612703159805,737
S11612703159806,822
S11612703159807,757
S11612703159808,846
S11612703159809,877
S11612703159811,901
S11612703159812,866
S11612703159813,815
S11612703159814,818
S11612703159815,828
S11612703159816,840
S11612703159817,771
S11612703159818,875
S11612703159819,841
S11612703159820,808
S11612703159821,874
S11612703159822,836
S11612703159823,816
S11612703159824,978
S11612703159825,802
S11612703159826,872
S11612703159827,783
S11612703159828,918
S11612703159829,800
S11612703159830,816
S11612703159831,838
S11612703159832,895
S11612703159833,854
S11612703159834,791
S11612703159835,898
S11612703159836,837
S11612703159837,830
S11612703159838,799
S11612703159839,903
S11612703159840,694
S11612703159841,818
S11612703159842,800
S11612703159843,893
S11612703159844,772
S11612703159845,792
S11612703159846,914
S11612703159847,833
S11612703159848,914
S11612703159849,888
S11612703159850,807
S11612703159851,940
S11612703159852,819
S11612703159853,901
S11612703159854,782
S11612703159855,863
S11612703159901,735
S11612703159902,900
S11612703159903,939
S11612703159904,845
S11612703159905,635
S11612703159906,824
S11612703159907,742
S11612703159908,774
S11612703159909,838
S11612703159910,820
S11612703159911,797
S11612703159912,785
S11612703159913,898
S11612703159914,895
S11612703159915,923
S11612703159916,769
S11612703159917,836
S11612703159918,882
S11612703159919,755
S11612703159920,909
S11612703159921,785
S11612703159922,714
S11612703159923,840
S11612703159924,804
S11612703159925,791
S11612703160001,1065
S11612703160002,1039
S11612703160003,1064
S11612703160004,1018
S11612703160006,929
S11612703160007,1017
S11612703160008,1024
S11612703160009,1046
S11612703160010,1019
S11612703160011,1029
S11612703160012,1022
S11612703160013,1049
S11612703160014,1046
S11612703160015,1062
S11612703160016,1032
S11612703160017,1005
S11612703160018,1041
S11612703160019,1022
S11612703160020,874
S11612703160021,1045
S11612703160022,1077
S11612703160023,1049
S11612703160024,1044
S11612703160025,1037
S11612703160026,1020
S11612703160027,1025
S11612703160028,1054
S11612703160029,988
S11612703160030,1037
S11612703160031,1085
S11612703160033,1005
S11612703160034,1058
S11612703160035,925
S11612703160036,1037
S11612703160037,1027
S11612703160038,1003
S11612703160101,699
S11612703160102,819
S11612703160103,848
S11612703160105,964
S11612703160106,940
S11612703160107,626
S11612703160108,757
S11612703160109,659
S11612703160110,838
S11612801152901,1070
S11612801152902,1141
S11612801152903,1135
S11612801152904,1137
S11612801152905,1101
S11612801152906,1124
S11612801152907,1145
S11612801152908,1127
S11612801152909,1080
S11612801152910,1128
S11612801152911,1127
S11612801152912,1133
S11612801152913,1083
S11612801152914,1077
S11612801152915,1080
S11612801152916,1079
S11612801152917,1065
S11612801152918,980
S11612801152919,1052
S11612801152920,1025
S11612801152921,1021
S11612801152922,1088
S11612801152923,1038
S11612801152924,1053
S11612801152925,1038
S11612801152926,1036
S11612801152927,1096
S11612801152928,1054
S11612801152929,1071
S11612801152930,1116
S11612801152931,1116
S11612801152932,1146
S11612801152933,1126
S11612801152934,1093
S11612801152935,1099
S11612801152936,1097
S11612801152937,1114
S11612801152938,1131
S11612801152939,1144
S11612801152940,1124
S11612801153001,1083
S11612801153002,1056
S11612801153003,1115
S11612801153004,1056
S11612801153005,1003
S11612801153006,1030
S11612801153007,1121
S11612801153008,1114
S11612801153009,1133
S11612801153010,1127
S11612801153011,1147
S11612801153012,914
S11612801153013,942
S11612801153014,1040
S11612801153015,1042
S11612801153016,997
S11612801153017,1063
S11612801153018,1047
S11612801153019,1052
S11612801153020,1069
S11612801153021,1076
S11612801153022,1055
S11612801153023,1072
S11612801153024,1071
S11612801153025,1025
S11612801153026,1015
S11612801153027,894
S11612801153028,1077
S11612801153029,1128
S11612801153030,1070
S11612801153031,1020
S11612801153032,1047
S11612801153033,999
S11612801153034,1045
S11612801153035,960
S11612801153036,1074
S11612801153037,1035
S11612801153038,1033
S11612801153039,944
S11612801153040,1037
S11612801153103,1088
S11612801153104,1085
S11612801153105,1003
S11612801153106,835
S11612801153107,1068
S11612801153108,1000
S11612801153109,1088
S11612801153110,1151
S11612801153111,1067
S11612801153112,926
S11612801153113,1097
S11612801153114,1004
S11612801153115,1081
S11612801153116,1084
S11612801153117,1097
S11612801153118,1097
S11612801153119,1122
S11612801153120,1106
S11612801153121,1063
S11612801153122,1071
S11612801153123,1041
S11612801153124,1034
S11612801153125,1098
S11612801153126,1081
S11612801153127,1123
S11612801153128,1046
S11612801153129,1078
S11612801153130,1026
S11612801153131,1043
S11612801153132,1082
S11612801153133,1067
S11612801153134,1073
S11612801153135,1114
S11612801153136,1061
S11612801153137,1109
S11612801160201,1083
S11612801160202,896
S11612801160203,1061
S11612801160204,1053
S11612801160206,1039
S11612801160207,1080
S11612801160208,1041
S11612801160209,989
S11612801160210,1033
S11612801160211,1014
S11612801160212,1103
S11612801160213,1004
S11612801160214,1096
S11612801160215,1060
S11612801160216,979
S11612801160218,1050
S11612801160219,1095
S11612801160220,977
S11612801160221,1050
S11612801160222,1093
S11612801160223,976
S11612801160224,1043
S11612801160225,1010
S11612801160226,1031
S11612801160227,1058
S11612801160301,1112
S11612801160302,1078
S11612801160303,1137
S11612801160304,1081
S11612801160305,1096
S11612801160306,1150
S11612801160307,1103
S11612801160308,1117
S11612801160309,1096
S11612801160310,1036
S11612801160311,1112
S11612801160312,1111
S11612801160313,1119
S11612801160314,1123
S11612801160315,1102
S11612801160316,1114
S11612801160317,1088
S11612801160318,1057
S11612801160319,1129
S11612801160320,1085
S11612801160321,1116
S11612801160322,1123
S11612801160323,1093
S11612801160324,1090
S11612801160325,1131
S11612801160326,1058
S11612801160327,1137
S11612801160328,1125
S11612801160329,1116
S11612801160401,1144
S11612801160402,1022
S11612801160403,1028
S11612801160404,1043
S11612801160405,1069
S11612801160406,1065
S11612801160407,1032
S11612801160408,1070
S11612801160409,1021
S11612801160410,1073
S11612801160411,1072
S11612801160412,1022
S11612801160413,1131
S11612801160414,1056
S11612801160415,1045
S11612801160416,1117
S11612801160417,1139
S11612801160418,1117
S11612801160419,1069
S11612801160420,1085
S11612801160421,1043
S11612801160422,1103
S11612801160423,1081
S11612801160424,1104
S11612801160425,1090
S11612801160426,1083
S11612801160427,1084
S11612801160428,1064
S11612801160429,1064
S11612801160430,1013
S11612801160431,1045
S11612801160432,1040
S11612801160433,1016
S11612801160434,1050
S11612801160435,1077
S11612801160436,1041
S11612801160437,1071
S11612801160438,1104
S11612801160439,1066
S11612801160440,1073
S11612801160441,1116
S11612801160442,1096
S11612801160443,1085
S11612801160444,1071
S11612801160445,1106
S11612801160446,1065
S11612801160447,1016
S11612801160448,1134
S11612801160449,1087
S11612801160451,1065
S11612801160452,1085
S11612801160453,1065
S11612801160454,1075
S11612801160455,1025
S11612801160456,1096
S11612801160457,1079
S11612801160459,1093
S11612801160461,1108
S11612801160462,1065
S11612801160463,1112
S11612801160501,1132
S11612801160502,1142
S11612801160503,1136
S11612801160504,1138
S11612801160505,1129
S11612801160506,1152
S11612801160507,1137
S11612801160508,1123
S11612801160601,1127
S11612801160602,1128
S11612801160603,1088
S11612801160604,1110
S11612801160605,1089
S11612801160606,1046
S11612801160607,1145
S11612801160608,1154
S11612801160609,1094
S11612801160610,1141
S11612801160611,1124
S11612801160612,1103
S11612801160613,1122
S11612801160614,1056
S11612801160616,1086
S11612801160618,1105
S11612801160619,1152
S11612801160620,1056
S11612802153301,1115
S11612802153302,1075
S11612802153303,1134
S11612802153305,1067
S11612802153306,996
S11612802153307,1086
S11612802153308,1104
