Scotland,p2011
S00122685,143
S00122686,100
S00122687,70
S00122688,133
S00122689,84
S00122690,151
S00122691,128
S00122692,105
S00122693,154
S00122694,84
S00122695,88
S00122696,98
S00122697,92
S00122698,177
S00122699,131
S00122700,169
S00122701,72
S00122702,61
S00122703,97
S00122704,154
S00122705,95
S00122706,102
S00122707,136
S00122708,80
S00122709,65
S00122710,50
S00122711,66
S00122712,108
S00122713,58
S00122714,56
S00122715,112
S00122716,112
S00122717,93
S00122718,72
S00122719,81
S00122720,137
S00122721,210
S00122722,168
S00122723,165
S00122724,111
S00122725,120
S00122726,112
S00122727,105
S00122728,127
S00122729,137
S00122730,118
S00122731,75
S00122732,148
S00122733,122
S00122734,127
S00122735,101
S00122736,99
S00122737,97
S00122738,153
S00122739,65
S00122740,70
S00122741,111
S00122742,104
S00122743,62
S00122744,115
S00122745,94
S00122746,60
S00122747,121
S00122748,76
S00122749,84
S00122750,140
S00122751,76
S00122752,111
S00122753,60
S00122754,173
S00122755,67
S00122756,74
S00122757,142
S00122758,81
S00122759,102
S00122760,123
S00122761,183
S00122762,190
S00122763,179
S00122764,150
S00122765,191
S00122766,182
S00122767,178
S00122768,167
S00122769,88
S00122770,104
S00122771,113
S00122772,166
S00122773,121
S00122774,163
S00122775,102
S00122776,89
S00122777,81
S00122778,127
S00122779,113
S00122780,63
S00122781,116
S00122782,113
S00122783,150
S00122784,124
S00122785,114
S00122786,102
S00122787,64
S00122788,139
S00122789,69
S00122790,109
S00122791,59
S00122792,138
S00122793,128
S00122794,116
S00122795,79
S00122796,96
S00122797,135
S00122798,142
S00122799,89
S00122800,61
S00122801,92
S00122802,83
S00122803,116
S00122804,73
S00122805,68
S00122806,87
S00122807,82
S00122808,102
S00122809,76
S00122810,114
S00122811,58
S00122812,102
S00122813,91
S00122814,63
S00122815,154
S00122816,165
S00122817,95
S00122818,67
S00122819,113
S00122820,138
S00122821,84
S00122822,95
S00122823,87
S00122824,184
S00122825,139
S00122826,55
S00122827,64
S00122828,115
S00122829,68
S00122830,179
S00122831,115
S00122832,115
S00122833,112
S00122834,79
S00122835,109
S00122836,85
S00122837,61
S00122838,99
S00122839,104
S00122840,85
S00122841,218
S00122842,89
S00122843,71
S00122844,83
S00122845,132
S00122846,128
S00122847,264
S00122848,129
S00122849,88
S00122850,223
S00122851,110
S00122852,81
S00122853,113
S00122854,79
S00122855,64
S00122856,113
S00122857,97
S00122858,102
S00122859,108
S00122860,101
S00122861,97
S00122862,67
S00122863,65
S00122864,83
S00122865,91
S00122866,104
S00122867,54
S00122868,59
S00122869,70
S00122870,60
S00122871,80
S00122872,158
S00122873,167
S00122874,68
S00122875,99
S00122876,77
S00122877,80
S00122878,110
S00122879,74
S00122880,71
S00122881,141
S00122882,217
S00122883,140
S00122884,83
S00122885,67
S00122886,167
S00122887,122
S00122888,114
S00122889,150
S00122890,50
S00122891,145
S00122892,66
S00122893,102
S00122894,110
S00122895,64
S00122896,114
S00122897,157
S00122898,71
S00122899,76
S00122900,172
S00122901,68
S00122902,128
S00122903,62
S00122904,122
S00122905,94
S00122906,57
S00122907,82
S00122908,178
S00122909,165
S00122910,80
S00122911,81
S00122912,231
S00122913,149
S00122914,149
S00122915,159
S00122916,170
S00122917,182
S00122918,171
S00122919,123
S00122920,134
S00122921,177
S00122922,125
S00122923,97
S00122924,109
S00122925,53
S00122926,97
S00122927,89
S00122928,68
S00122929,69
S00122930,124
S00122931,84
S00122932,203
S00122933,88
S00122934,165
S00122935,198
S00122936,92
S00122937,121
S00122938,71
S00122939,109
S00122940,95
S00122941,71
S00122942,165
S00122943,217
S00122944,136
S00122945,182
S00122946,160
S00122947,50
S00122948,98
S00122949,128
S00122950,99
S00122951,113
S00122952,130
S00122953,111
S00122954,149
S00122955,97
S00122956,95
S00122957,61
S00122958,69
S00122959,84
S00122960,83
S00122961,63
S00122962,135
S00122963,99
S00122964,86
S00122965,138
S00122966,53
S00122967,141
S00122968,68
S00122969,122
S00122970,116
S00122971,102
S00122972,158
S00122973,177
S00122974,76
S00122975,126
S00122976,124
S00122977,132
S00122978,122
S00122979,122
S00122980,87
S00122981,78
S00122982,131
S00122983,109
S00122984,113
S00122985,82
S00122986,66
S00122987,114
S00122988,77
S00122989,91
S00122990,69
S00122991,68
S00122992,84
S00122993,57
S00122994,80
S00122995,105
S00122996,176
S00122997,111
S00122998,150
S00122999,60
S00123000,86
S00123001,133
S00123002,140
S00123003,145
S00123004,212
S00123005,172
S00123006,105
S00123007,69
S00123008,94
S00123009,124
S00123010,153
S00123011,198
S00123012,58
S00123013,186
S00123014,96
S00123015,100
S00123016,92
S00123017,172
S00123018,117
S00123019,99
S00123020,156
S00123021,75
S00123022,139
S00123023,68
S00123024,114
S00123025,83
S00123026,138
S00123027,136
S00123028,166
S00123029,134
S00123030,135
S00123031,136
S00123032,67
S00123033,96
S00123034,132
S00123035,148
S00123036,118
S00123037,100
S00123038,141
S00123039,100
S00123040,138
S00123041,129
S00123042,140
S00123043,64
S00123044,185
S00123045,184
S00123046,112
S00123047,62
S00123048,71
S00123049,90
S00123050,58
S00123051,95
S00123052,131
S00123053,129
S00123054,76
S00123055,79
S00123056,78
S00123057,89
S00123058,119
S00123059,98
S00123060,94
S00123061,130
S00123062,85
S00123063,66
S00123064,54
S00123065,109
S00123066,71
S00123067,78
S00123068,113
S00123069,122
S00123070,139
S00123071,89
S00123072,56
S00123073,120
S00123074,102
S00123075,188
S00123076,171
S00123077,113
S00123078,103
S00123079,143
S00123080,133
S00123081,62
S00123082,144
S00123083,187
S00123084,125
S00123085,153
S00123086,120
S00123087,194
S00123088,106
S00123089,165
S00123090,159
S00123091,180
S00123092,151
S00123093,174
S00123094,128
S00123095,183
S00123096,215
S00123097,153
S00123098,170
S00123099,155
S00123100,67
S00123101,129
S00123102,154
S00123103,175
S00123104,159
S00123105,54
S00123106,84
S00123107,91
S00123108,74
S00123109,130
S00123110,110
S00123111,123
S00123112,183
S00123113,147
S00123114,144
S00123115,70
S00123116,88
S00123117,113
S00123118,115
S00123119,180
S00123120,67
S00123121,133
S00123122,120
S00123123,114
S00123124,155
S00123125,196
S00123126,85
S00123127,170
S00123128,170
S00123129,139
S00123130,119
S00123131,142
S00123132,181
S00123133,113
S00123134,122
S00123135,116
S00123136,123
S00123137,119
S00123138,77
S00123139,158
S00123140,83
S00123141,142
S00123142,115
S00123143,130
S00123144,98
S00123145,137
S00123146,155
S00123147,192
S00123148,130
S00123149,110
S00123150,83
S00123151,113
S00123152,112
S00123153,120
S00123154,96
S00123155,175
S00123156,95
S00123157,114
S00123158,92
S00123159,71
S00123160,99
S00123161,100
S00123162,115
S00123163,118
S00123164,102
S00123165,171
S00123166,103
S00123167,146
S00123168,123
S00123169,126
S00123170,78
S00123171,73
S00123172,181
S00123173,101
S00123174,70
S00123175,85
S00123176,120
S00123177,83
S00123178,115
S00123179,132
S00123180,109
S00123181,119
S00123182,139
S00123183,176
S00123184,141
S00123185,92
S00123186,81
S00123187,180
S00123188,114
S00123189,56
S00123190,118
S00123191,92
S00123192,126
S00123193,87
S00123194,115
S00123195,94
S00123196,94
S00123197,108
S00123198,107
S00123199,79
S00123200,98
S00123201,126
S00123202,95
S00123203,64
S00123204,141
S00123205,180
S00123206,156
S00123207,143
S00123208,136
S00123209,145
S00123210,153
S00123211,96
S00123212,84
S00123213,167
S00123214,161
S00123215,119
S00123216,101
S00123217,164
S00123218,115
S00123219,81
S00123220,140
S00123221,109
S00123222,128
S00123223,116
S00123224,128
S00123225,111
S00123226,92
S00123227,228
S00123228,232
S00123229,123
S00123230,223
S00123231,78
S00123232,91
S00123233,116
S00123234,131
S00123235,193
S00123236,124
S00123237,106
S00123238,126
S00123239,110
S00123240,83
S00123241,173
S00123242,243
S00123243,109
S00123244,137
S00123245,80
S00123246,83
S00123247,79
S00123248,94
S00123249,107
S00123250,102
S00123251,79
S00123252,88
S00123253,177
S00123254,97
S00123255,54
S00123256,188
S00123257,106
S00123258,154
S00123259,141
S00123260,84
S00123261,106
S00123262,124
S00123263,76
S00123264,81
S00123265,187
S00123266,67
S00123267,163
S00123268,179
S00123269,76
S00123270,159
S00123271,145
S00123272,123
S00123273,151
S00123274,107
S00123275,87
S00123276,118
S00123277,219
S00123278,55
S00123279,55
S00123280,96
S00123281,100
S00123282,121
S00123283,265
S00123284,166
S00123285,216
S00123286,165
S00123287,193
S00123288,142
S00123289,200
S00123290,146
S00123291,177
S00123292,103
S00123293,186
S00123294,176
S00123295,215
S00123296,150
S00123297,165
S00123298,137
S00123299,121
S00123300,94
S00123301,145
S00123302,153
S00123303,99
S00123304,106
S00123305,78
S00123306,164
S00123307,69
S00123308,103
S00123309,124
S00123310,124
S00123311,153
S00123312,125
S00123313,59
S00123314,169
S00123315,127
S00123316,193
S00123317,206
S00123318,122
S00123319,117
S00123320,102
S00123321,143
S00123322,93
S00123323,104
S00123324,63
S00123325,149
S00123326,96
S00123327,102
S00123328,107
S00123329,53
S00123330,86
S00123331,93
S00123332,102
S00123333,94
S00123334,112
S00123335,168
S00123336,119
S00123337,147
S00123338,114
S00123339,183
S00123340,88
S00123341,163
S00123342,63
S00123343,64
S00123344,193
S00123345,83
S00123346,77
S00123347,78
S00123348,82
S00123349,104
S00123350,105
S00123351,133
S00123352,87
S00123353,107
S00123354,159
S00123355,103
S00123356,102
S00123357,119
S00123358,171
S00123359,134
S00123360,125
S00123361,138
S00123362,128
S00123363,134
S00123364,121
S00123365,84
S00123366,117
S00123367,127
S00123368,71
S00123369,140
S00123370,190
S00123371,54
S00123372,111
S00123373,117
S00123374,108
S00123375,195
S00123376,142
S00123377,120
S00123378,53
S00123379,107
S00123380,124
S00123381,121
S00123382,143
S00123383,83
S00123384,124
S00123385,179
S00123386,147
S00123387,87
S00123388,89
S00123389,116
S00123390,85
S00123391,85
S00123392,64
S00123393,66
S00123394,68
S00123395,73
S00123396,128
S00123397,106
S00123398,100
S00123399,106
S00123400,162
S00123401,156
S00123402,180
S00123403,144
S00123404,116
S00123405,86
S00123406,165
S00123407,113
S00123408,91
S00123409,102
S00123410,136
S00123411,101
S00123412,80
S00123413,102
S00123414,134
S00123415,76
S00123416,99
S00123417,106
S00123418,163
S00123419,163
S00123420,105
S00123421,126
S00123422,149
S00123423,128
S00123424,202
S00123425,101
S00123426,112
S00123427,160
S00123428,119
S00123429,80
S00123430,120
S00123431,134
S00123432,118
S00123433,126
S00123434,103
S00123435,151
S00123436,161
S00123437,124
S00123438,111
S00123439,106
S00123440,202
S00123441,158
S00123442,180
S00123443,111
S00123444,167
S00123445,143
S00123446,162
S00123447,128
S00123448,185
S00123449,165
S00123450,151
S00123451,154
S00123452,141
S00123453,188
S00123454,208
S00123455,128
S00123456,121
S00123457,92
S00123458,152
S00123459,98
S00123460,153
S00123461,96
S00123462,190
S00123463,133
S00123464,140
S00123465,134
S00123466,110
S00123467,110
S00123468,142
S00123469,110
S00123470,147
S00123471,104
S00123472,115
S00123473,104
S00123474,72
S00123475,61
S00123476,103
S00123477,76
S00123478,75
S00123479,89
S00123480,111
S00123481,95
S00123482,90
S00123483,85
S00123484,57
S00123485,158
S00123486,100
S00123487,101
S00123488,147
S00123489,107
S00123490,176
S00123491,113
S00123492,99
S00123493,104
S00123494,113
S00123495,128
S00123496,98
S00123497,160
S00123498,147
S00123499,75
S00123500,135
S00123501,163
S00123502,116
S00123503,140
S00123504,110
S00123505,92
S00123506,94
S00123507,146
S00123508,98
S00123509,127
S00123510,74
S00123511,89
S00123512,117
S00123513,107
S00123514,177
S00123515,104
S00123516,146
S00123517,125
S00123518,127
S00123519,151
S00123520,81
S00123521,111
S00123522,68
S00123523,65
S00123524,71
S00123525,91
S00123526,102
S00123527,122
S00123528,137
S00123529,108
S00123530,73
S00123531,95
S00123532,95
S00123533,88
S00123534,70
S00123535,108
S00123536,62
S00123537,77
S00123538,100
S00123539,186
S00123540,135
S00123541,90
S00123542,136
S00123543,153
S00123544,161
S00123545,112
S00123546,143
S00123547,119
S00123548,91
S00123549,135
S00123550,104
S00123551,100
S00123552,96
S00123553,95
S00123554,94
S00123555,104
S00123556,84
S00123557,120
S00123558,87
S00123559,178
S00123560,110
S00123561,95
S00123562,102
S00123563,81
S00123564,72
S00123565,129
S00123566,64
S00123567,93
S00123568,99
S00123569,155
S00123570,112
S00123571,103
S00123572,94
S00123573,86
S00123574,166
S00123575,169
S00123576,141
S00123577,104
S00123578,213
S00123579,117
S00123580,174
S00123581,106
S00123582,139
S00123583,62
S00123584,121
S00123585,95
S00123586,132
S00123587,101
S00123588,102
S00123589,138
S00123590,149
S00123591,67
S00123592,63
S00123593,143
S00123594,81
S00123595,93
S00123596,122
S00123597,65
S00123598,141
S00123599,85
S00123600,142
S00123601,219
S00123602,165
S00123603,126
S00123604,91
S00123605,146
S00123606,94
S00123607,135
S00123608,68
S00123609,73
S00123610,91
S00123611,165
S00123612,163
S00123613,199
S00123614,132
S00123615,104
S00123616,105
S00123617,98
S00123618,124
S00123619,156
S00123620,125
S00123621,98
S00123622,90
S00123623,104
S00123624,129
S00123625,104
S00123626,185
S00123627,131
S00123628,146
S00123629,139
S00123630,158
S00123631,136
S00123632,159
S00123633,88
S00123634,86
S00123635,159
S00123636,133
S00123637,92
S00123638,163
S00123639,94
S00123640,99
S00123641,173
S00123642,185
S00123643,198
S00123644,102
S00123645,88
S00123646,85
S00123647,159
S00123648,90
S00123649,159
S00123650,174
S00123651,171
S00123652,75
S00123653,128
S00123654,107
S00123655,104
S00123656,132
S00123657,98
S00123658,111
S00123659,154
S00123660,97
S00123661,164
S00123662,140
S00123663,110
S00123664,122
S00123665,81
S00123666,143
S00123667,75
S00123668,126
S00123669,111
S00123670,187
S00123671,126
S00123672,111
S00123673,141
S00123674,105
S00123675,160
S00123676,123
S00123677,104
S00123678,104
S00123679,149
S00123680,115
S00123681,184
S00123682,96
S00123683,88
S00123684,108
S00123685,95
S00123686,107
S00123687,107
S00123688,133
S00123689,109
S00123690,103
S00123691,145
S00123692,198
S00123693,154
S00123694,109
S00123695,196
S00123696,129
S00123697,84
S00123698,142
S00123699,88
S00123700,114
S00123701,123
S00123702,91
S00123703,123
S00123704,66
S00123705,156
S00123706,91
S00123707,89
S00123708,105
S00123709,168
S00123710,97
S00123711,86
S00123712,64
S00123713,81
S00123714,140
S00123715,136
S00123716,112
S00123717,96
S00123718,93
S00123719,111
S00123720,168
S00123721,148
S00123722,105
S00123723,62
S00123724,127
S00123725,96
S00123726,84
S00123727,172
S00123728,147
S00123729,84
S00123730,117
S00123731,88
S00123732,153
S00123733,141
S00123734,179
S00123735,129
S00123736,136
S00123737,129
S00123738,123
S00123739,67
S00123740,147
S00123741,165
S00123742,157
S00123743,93
S00123744,143
S00123745,117
S00123746,155
S00123747,128
S00123748,141
S00123749,98
S00123750,71
S00123751,72
S00123752,74
S00123753,62
S00123754,110
S00123755,93
S00123756,111
S00123757,150
S00123758,159
S00123759,200
S00123760,70
S00123761,162
S00123762,167
S00123763,105
S00123764,68
S00123765,79
S00123766,80
S00123767,140
S00123768,164
S00123769,93
S00123770,160
S00123771,218
S00123772,147
S00123773,127
S00123774,151
S00123775,164
S00123776,141
S00123777,146
S00123778,140
S00123779,148
S00123780,54
S00123781,107
S00123782,65
S00123783,136
S00123784,63
S00123785,132
S00123786,124
S00123787,99
S00123788,95
S00123789,160
S00123790,178
S00123791,135
S00123792,103
S00123793,120
S00123794,116
S00123795,103
S00123796,83
S00123797,65
S00123798,60
S00123799,183
S00123800,172
S00123801,108
S00123802,130
S00123803,129
S00123804,147
S00123805,169
S00123806,163
S00123807,135
S00123808,165
S00123809,139
S00123810,71
S00123811,148
S00123812,160
S00123813,125
S00123814,55
S00123815,75
S00123816,74
S00123817,140
S00123818,114
S00123819,100
S00123820,60
S00123821,104
S00123822,184
S00123823,96
S00123824,158
S00123825,165
S00123826,95
S00123827,90
S00123828,71
S00123829,82
S00123830,111
S00123831,116
S00123832,105
S00123833,145
S00123834,99
S00123835,146
S00123836,51
S00123837,75
S00123838,81
S00123839,83
S00123840,88
S00123841,92
S00123842,135
S00123843,118
S00123844,118
S00123845,116
S00123846,87
S00123847,80
S00123848,128
S00123849,58
S00123850,66
S00123851,120
S00123852,161
S00123853,106
S00123854,52
S00123855,105
S00123856,131
S00123857,97
S00123858,68
S00123859,54
S00123860,115
S00123861,167
S00123862,134
S00123863,110
S00123864,161
S00123865,113
S00123866,179
S00123867,89
S00123868,104
S00123869,98
S00123870,128
S00123871,106
S00123872,124
S00123873,161
S00123874,83
S00123875,153
S00123876,141
S00123877,105
S00123878,122
S00123879,139
S00123880,69
S00123881,154
S00123882,136
S00123883,106
S00123884,70
S00123885,192
S00123886,117
S00123887,124
S00123888,142
S00123889,90
S00123890,57
S00123891,94
S00123892,166
S00123893,194
S00123894,160
S00123895,130
S00123896,93
S00123897,113
S00123898,94
S00123899,144
S00123900,115
S00123901,99
S00123902,58
S00123903,69
S00123904,55
S00123905,95
S00123906,63
S00123907,83
S00123908,112
S00123909,142
S00123910,96
S00123911,104
S00123912,90
S00123913,93
S00123914,125
S00123915,119
S00123916,55
S00123917,108
S00123918,67
S00123919,110
S00123920,93
S00123921,63
S00123922,51
S00123923,52
S00123924,116
S00123925,69
S00123926,154
S00123927,141
S00123928,87
S00123929,171
S00123930,138
S00123931,167
S00123932,116
S00123933,73
S00123934,130
S00123935,84
S00123936,111
S00123937,127
S00123938,105
S00123939,178
S00123940,135
S00123941,183
S00123942,161
S00123943,81
S00123944,99
S00123945,112
S00123946,129
S00123947,149
S00123948,178
S00123949,159
S00123950,98
S00123951,108
S00123952,115
S00123953,132
S00123954,140
S00123955,123
S00123956,69
S00123957,117
S00123958,137
S00123959,127
S00123960,174
S00123961,157
S00123962,131
S00123963,115
S00123964,134
S00123965,79
S00123966,101
S00123967,95
S00123968,119
S00123969,106
S00123970,151
S00123971,141
S00123972,73
S00123973,171
S00123974,126
S00123975,108
S00123976,96
S00123977,105
S00123978,273
S00123979,161
S00123980,114
S00123981,127
S00123982,115
S00123983,167
S00123984,145
S00123985,189
S00123986,134
S00123987,190
S00123988,103
S00123989,137
S00123990,108
S00123991,139
S00123992,125
S00123993,60
S00123994,67
S00123995,136
S00123996,69
S00123997,66
S00123998,137
S00123999,130
S00124000,116
S00124001,128
S00124002,138
S00124003,89
S00124004,143
S00124005,232
S00124006,88
S00124007,108
S00124008,67
S00124009,85
S00124010,138
S00124011,80
S00124012,109
S00124013,100
S00124014,84
S00124015,104
S00124016,138
S00124017,116
S00124018,131
S00124019,117
S00124020,182
S00124021,115
S00124022,127
S00124023,105
S00124024,144
S00124025,126
S00124026,114
S00124027,163
S00124028,175
S00124029,85
S00124030,88
S00124031,102
S00124032,74
S00124033,70
S00124034,80
S00124035,130
S00124036,120
S00124037,132
S00124038,93
S00124039,113
S00124040,85
S00124041,97
S00124042,79
S00124043,65
S00124044,129
S00124045,96
S00124046,90
S00124047,84
S00124048,103
S00124049,72
S00124050,115
S00124051,116
S00124052,117
S00124053,99
S00124054,80
S00124055,105
S00124056,88
S00124057,93
S00124058,89
S00124059,105
S00124060,113
S00124061,97
S00124062,84
S00124063,80
S00124064,158
S00124065,91
S00124066,61
S00124067,90
S00124068,55
S00124069,168
S00124070,58
S00124071,149
S00124072,155
S00124073,151
S00124074,114
S00124075,142
S00124076,143
S00124077,91
S00124078,165
S00124079,69
S00124080,62
S00124081,98
S00124082,136
S00124083,118
S00124084,83
S00124085,67
S00124086,126
S00124087,149
S00124088,77
S00124089,107
S00124090,80
S00124091,81
S00124092,161
S00124093,75
S00124094,76
S00124095,79
S00124096,89
S00124097,68
S00124098,101
S00124099,121
S00124100,71
S00124101,108
S00124102,174
S00124103,117
S00124104,57
S00124105,105
S00124106,165
S00124107,106
S00124108,66
S00124109,118
S00124110,129
S00124111,125
S00124112,109
S00124113,98
S00124114,130
S00124115,142
S00124116,105
S00124117,171
S00124118,100
S00124119,105
S00124120,104
S00124121,117
S00124122,111
S00124123,133
S00124124,169
S00124125,87
S00124126,122
S00124127,154
S00124128,104
S00124129,152
S00124130,115
S00124131,103
S00124132,119
S00124133,114
S00124134,111
S00124135,116
S00124136,68
S00124137,50
S00124138,89
S00124139,98
S00124140,88
S00124141,85
S00124142,119
S00124143,83
S00124144,128
S00124145,103
S00124146,122
S00124147,170
S00124148,117
S00124149,200
S00124150,165
S00124151,121
S00124152,127
S00124153,113
S00124154,182
S00124155,123
S00124156,120
S00124157,111
S00124158,113
S00124159,147
S00124160,95
S00124161,102
S00124162,146
S00124163,135
S00124164,165
S00124165,72
S00124166,88
S00124167,219
S00124168,153
S00124169,118
S00124170,121
S00124171,128
S00124172,90
S00124173,96
S00124174,128
S00124175,182
S00124176,149
S00124177,118
S00124178,127
S00124179,95
S00124180,94
S00124181,189
S00124182,152
S00124183,108
S00124184,149
S00124185,94
S00124186,75
S00124187,85
S00124188,87
S00124189,114
S00124190,108
S00124191,106
S00124192,78
S00124193,68
S00124194,68
S00124195,139
S00124196,106
S00124197,122
S00124198,160
S00124199,127
S00124200,193
S00124201,128
S00124202,84
S00124203,102
S00124204,133
S00124205,78
S00124206,111
S00124207,219
S00124208,177
S00124209,183
S00124210,176
S00124211,175
S00124212,164
S00124213,87
S00124214,156
S00124215,108
S00124216,93
S00124217,91
S00124218,104
S00124219,84
S00124220,86
S00124221,91
S00124222,98
S00124223,116
S00124224,138
S00124225,122
S00124226,81
S00124227,146
S00124228,151
S00124229,151
S00124230,159
S00124231,144
S00124232,149
S00124233,168
S00124234,96
S00124235,92
S00124236,117
S00124237,81
S00124238,113
S00124239,115
S00124240,148
S00124241,109
S00124242,143
S00124243,144
S00124244,189
S00124245,137
S00124246,105
S00124247,132
S00124248,122
S00124249,141
S00124250,100
S00124251,101
S00124252,123
S00124253,116
S00124254,68
S00124255,158
S00124256,174
S00124257,173
S00124258,157
S00124259,110
S00124260,115
S00124261,82
S00124262,134
S00124263,191
S00124264,139
S00124265,161
S00124266,146
S00124267,125
S00124268,177
S00124269,54
S00124270,66
S00124271,143
S00124272,125
S00124273,147
S00124274,127
S00124275,145
S00124276,78
S00124277,87
S00124278,102
S00124279,112
S00124280,82
S00124281,135
S00124282,69
S00124283,59
S00124284,89
S00124285,87
S00124286,61
S00124287,137
S00124288,81
S00124289,112
S00124290,127
S00124291,171
S00124292,119
S00124293,151
S00124294,131
S00124295,145
S00124296,98
S00124297,112
S00124298,142
S00124299,102
S00124300,102
S00124301,128
S00124302,75
S00124303,89
S00124304,171
S00124305,120
S00124306,112
S00124307,103
S00124308,145
S00124309,125
S00124310,77
S00124311,102
S00124312,55
S00124313,271
S00124314,64
S00124315,147
S00124316,123
S00124317,116
S00124318,124
S00124319,130
S00124320,114
S00124321,165
S00124322,119
S00124323,126
S00124324,85
S00124325,118
S00124326,108
S00124327,117
S00124328,110
S00124329,116
S00124330,112
S00124331,119
S00124332,100
S00124333,117
S00124334,128
S00124335,126
S00124336,136
S00124337,123
S00124338,98
S00124339,142
S00124340,120
S00124341,110
S00124342,179
S00124343,159
S00124344,118
S00124345,115
S00124346,132
S00124347,78
S00124348,163
S00124349,193
S00124350,162
S00124351,119
S00124352,127
S00124353,182
S00124354,127
S00124355,121
S00124356,93
S00124357,131
S00124358,128
S00124359,101
S00124360,53
S00124361,91
S00124362,110
S00124363,114
S00124364,88
S00124365,82
S00124366,111
S00124367,125
S00124368,94
S00124369,113
S00124370,183
S00124371,67
S00124372,86
S00124373,152
S00124374,149
S00124375,173
S00124376,138
S00124377,116
S00124378,121
S00124379,123
S00124380,122
S00124381,79
S00124382,144
S00124383,136
S00124384,99
S00124385,70
S00124386,104
S00124387,70
S00124388,81
S00124389,109
S00124390,79
S00124391,120
S00124392,138
S00124393,162
S00124394,60
S00124395,103
S00124396,52
S00124397,89
S00124398,153
S00124399,118
S00124400,153
S00124401,125
S00124402,72
S00124403,69
S00124404,75
S00124405,184
S00124406,71
S00124407,105
S00124408,93
S00124409,125
S00124410,176
S00124411,153
S00124412,95
S00124413,97
S00124414,134
S00124415,98
S00124416,98
S00124417,154
S00124418,87
S00124419,193
S00124420,214
S00124421,112
S00124422,136
S00124423,88
S00124424,71
S00124425,118
S00124426,147
S00124427,113
S00124428,144
S00124429,89
S00124430,159
S00124431,66
S00124432,72
S00124433,77
S00124434,118
S00124435,93
S00124436,90
S00124437,101
S00124438,100
S00124439,135
S00124440,112
S00124441,84
S00124442,80
S00124443,114
S00124444,74
S00124445,99
S00124446,99
S00124447,96
S00124448,94
S00124449,157
S00124450,100
S00124451,106
S00124452,79
S00124453,113
S00124454,147
S00124455,109
S00124456,90
S00124457,101
S00124458,98
S00124459,140
S00124460,105
S00124461,85
S00124462,99
S00124463,120
S00124464,131
S00124465,156
S00124466,96
S00124467,77
S00124468,132
S00124469,67
S00124470,174
S00124471,128
S00124472,66
S00124473,107
S00124474,100
S00124475,87
S00124476,56
S00124477,69
S00124478,113
S00124479,198
S00124480,134
S00124481,109
S00124482,84
S00124483,93
S00124484,105
S00124485,158
S00124486,152
S00124487,108
S00124488,123
S00124489,104
S00124490,58
S00124491,134
S00124492,102
S00124493,95
S00124494,109
S00124495,139
S00124496,122
S00124497,137
S00124498,126
S00124499,63
S00124500,104
S00124501,149
S00124502,124
S00124503,140
S00124504,78
S00124505,92
S00124506,141
S00124507,113
S00124508,75
S00124509,131
S00124510,106
S00124511,117
S00124512,193
S00124513,105
S00124514,145
S00124515,109
S00124516,68
S00124517,88
S00124518,171
S00124519,165
S00124520,130
S00124521,111
S00124522,107
S00124523,72
S00124524,138
S00124525,143
S00124526,118
S00124527,87
S00124528,93
S00124529,91
S00124530,79
S00124531,161
S00124532,109
S00124533,110
S00124534,176
S00124535,128
S00124536,124
S00124537,116
S00124538,95
S00124539,138
S00124540,117
S00124541,129
S00124542,87
S00124543,124
S00124544,107
S00124545,103
S00124546,114
S00124547,68
S00124548,120
S00124549,110
S00124550,72
S00124551,140
S00124552,176
S00124553,142
S00124554,124
S00124555,143
S00124556,136
S00124557,111
S00124558,119
S00124559,175
S00124560,177
S00124561,106
S00124562,159
S00124563,87
S00124564,81
S00124565,60
S00124566,79
S00124567,86
S00124568,108
S00124569,124
S00124570,100
S00124571,151
S00124572,151
S00124573,101
S00124574,144
S00124575,132
S00124576,159
S00124577,174
S00124578,143
S00124579,94
S00124580,108
S00124581,115
S00124582,58
S00124583,52
S00124584,135
S00124585,160
S00124586,116
S00124587,67
S00124588,127
S00124589,140
S00124590,87
S00124591,79
S00124592,131
S00124593,82
S00124594,109
S00124595,124
S00124596,139
S00124597,126
S00124598,87
S00124599,117
S00124600,131
S00124601,119
S00124602,129
S00124603,99
S00124604,125
S00124605,108
S00124606,160
S00124607,132
S00124608,59
S00124609,105
S00124610,179
S00124611,144
S00124612,65
S00124613,89
S00124614,163
S00124615,149
S00124616,102
S00124617,68
S00124618,177
S00124619,115
S00124620,132
S00124621,116
S00124622,86
S00124623,104
S00124624,152
S00124625,111
S00124626,83
S00124627,103
S00124628,139
S00124629,119
S00124630,91
S00124631,182
S00124632,96
S00124633,142
S00124634,122
S00124635,121
S00124636,101
S00124637,63
S00124638,201
S00124639,107
S00124640,113
S00124641,85
S00124642,62
S00124643,76
S00124644,89
S00124645,137
S00124646,90
S00124647,117
S00124648,150
S00124649,150
S00124650,80
S00124651,107
S00124652,69
S00124653,78
S00124654,104
S00124655,107
S00124656,78
S00124657,111
S00124658,172
S00124659,88
S00124660,154
S00124661,139
S00124662,92
S00124663,120
S00124664,140
S00124665,162
S00124666,206
S00124667,158
S00124668,94
S00124669,123
S00124670,90
S00124671,130
S00124672,200
S00124673,90
S00124674,156
S00124675,138
S00124676,154
S00124677,108
S00124678,78
S00124679,118
S00124680,87
S00124681,93
S00124682,149
