code,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p2015,p2016
S00115927,43.407007,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00115924,42.420487,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115925,27.129379,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00112196,175,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
S00116601,115,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00116595,126,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00112193,137,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA
S00116598,91,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00116590,80,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116377,168,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA
S00112184,226.516794,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00112183,41.545111,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
S00116378,94,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00112204,141.939757,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA
S00112206,86,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00117560,117,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00112200,72,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00117559,63,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
S00117564,174,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
S00112205,213,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00112198,98,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00117563,83,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00112406,83,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00117562,74,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA
S00116065,66,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00112199,112,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00116643,148,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00112393,131,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00116602,164,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00116599,73.860872,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00116600,63.139128,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00112299,145,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA
S00117561,73,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00115940,85,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
S00112450,25.785467,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S00112448,24.830449,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00112451,23.238755,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112449,18.145328,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
S00112404,52.673076,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00112403,46.326921,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112401,81,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00112402,93,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00112407,75,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
S00112405,72.799999,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00112409,98.200001,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00112400,73,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00112397,67.052631,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00112408,105,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00116726,122,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00116727,101,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00112411,114,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00112563,114,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00112394,94,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112414,68,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112412,88,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00112391,54.000002,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00112392,52.000001,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA
S00112567,59,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00112413,83,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00112557,79,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00112574,80.036202,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00112575,53.963802,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00116354,76.6445,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00112576,146,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA
S00112573,129,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
S00112571,97,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00112579,141.356318,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA
S00112583,104,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00112582,58,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00112293,200,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
S00112521,123,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00112524,51,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00112522,70,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00116755,78.910111,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00116754,182,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA
S00116352,102,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00112545,135,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00112544,68.58407,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00112543,56.41593,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00112525,89.485711,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00112526,45.514285,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
S00112528,77.909578,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00112527,95.590427,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
S00112546,154,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA
S00112549,101,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00112581,119,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00112585,106,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00112529,142.500001,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
S00112547,114,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA
S00116758,101,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S00116759,159,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00112542,123,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA
S00112540,61.119048,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00112539,51.77143,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00112541,38.109526,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S00112554,100,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00112558,78.081726,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00112559,70.918269,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00112538,93,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00112548,147,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA
S00112562,143,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA
S00112580,106,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA
S00112578,78.952704,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00112577,44.047296,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S00112572,127,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00112593,115,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00112584,140,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA
S00112594,150,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
S00112588,128,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
S00112586,79,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00112595,114,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00112589,55,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
S00112590,67,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00112592,117,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00112676,126,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00112591,71,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00112599,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00112674,73,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00112677,246,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00112561,102,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00112560,109,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00112550,112,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00112556,121,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00112551,100,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00112536,116,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00112537,86,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00112555,75,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00112535,78,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00112553,89,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA
S00112534,64,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
S00112552,124,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116353,51,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00112532,119,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA
S00112533,135,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
S00112675,147,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00116933,84,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00113163,210,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
S00113169,90,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00113170,156,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
S00113211,113,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00113205,134,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00113209,97,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00116936,106,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00113213,79.320312,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00113210,118.679688,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00112192,128,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00112195,79,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00117557,120,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00112298,145,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00112194,103,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00117558,127,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00112300,112,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00112297,131,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00112295,136,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00112296,130,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00115929,52.089886,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00112290,102,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00112291,113,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00112292,178,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA
S00112294,86,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00113128,76,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00112281,62,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112287,99,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00112288,89,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00112279,125.999997,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA
S00112286,132,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
S00116928,108.024192,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00113129,90.975807,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00112285,109,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00112280,154,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00113132,65.783134,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00116929,73.216868,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00112284,149,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00112283,69,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00112282,87,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00113131,128,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00113138,92.156865,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00113139,48.843139,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S00113137,134,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00113134,97.822786,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00113133,70.177214,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
S00113135,80,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S00113175,126,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00116756,117,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00113144,104,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00113130,111,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00112301,138,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
S00112303,101,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00112201,116,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00116638,156,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00113177,121,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00112305,85,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00112302,116,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00116644,93,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00112203,131,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00116639,83,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00112308,86,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00116645,84,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
S00112202,58,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00116938,91,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00116937,153.936843,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00112309,74,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
S00116931,158,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00116930,93,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116945,132.063157,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00115971,187,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA
S00116947,135.679998,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00116604,118,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00116423,134,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
S00116946,104,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00113179,72,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00113176,91,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA
S00116939,142,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00112707,111,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00116940,229,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA
S00113178,128,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
S00115976,71,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00116943,100,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116942,57,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
S00112531,92,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA
S00116757,127,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00113143,75,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00113136,82,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00112530,134,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00113141,109,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00113142,72,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00113145,76,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00113140,111,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00113150,104,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00113158,85,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00113148,83,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00113161,128,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00113160,91,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00116421,173,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA
S00113159,74,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00113149,60,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
S00113157,125,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00113152,108,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00113146,56,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00113147,76,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00113166,100,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00113153,75,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00116420,95,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00116932,77,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115972,59,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S00113164,133,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00115973,92,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00113165,107,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00113154,65,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA
S00113174,54,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA
S00113151,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00113162,176,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA
S00116419,55,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00113168,118,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00116948,83,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00116934,132,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA
S00113167,109,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00113197,67.4286,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00113155,94,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00113172,120,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00113195,66,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00113171,106,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00113173,99,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00113180,101,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00113182,125.369156,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00113181,71.630848,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S00113185,85,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00112700,105,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00114146,142,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
S00113190,82.634924,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00113193,187.910122,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA
S00113186,142,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00113184,53.413041,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00113183,98.586956,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00113491,104,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00113188,75,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00113187,87,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00116002,99,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00112950,167,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA
S00112951,93,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00112972,162,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00112969,155,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA
S00112515,183,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA
S00112516,169,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA
S00116827,134,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00116781,107,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
